time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),cloud_cover (%),surface_pressure (hPa),weather_code (wmo code),precipitation_probability (%)
2026-01-22T14:00,-20.1,84,-22.2,-26.6,17.4,130,23,100,1025.4,3,0
2026-01-22T15:00,-20,84,-22,-26.5,18.2,128,24.1,100,1025,3,0
2026-01-22T16:00,-19.7,84,-21.7,-26.4,19.3,127,25.6,100,1024.5,3,3
2026-01-22T17:00,-19.5,84,-21.6,-26.4,20.4,126,27.4,99,1024,3,8
2026-01-22T18:00,-19.5,84,-21.5,-26.4,20.9,119,29.9,99,1023.7,3,13
2026-01-22T19:00,-19.3,84,-21.3,-26.5,22.7,117,30.2,100,1023.1,3,15
2026-01-22T20:00,-19.2,83,-21.4,-26.4,23.2,118,31.3,99,1022.7,3,20
2026-01-22T21:00,-19.1,83,-21.3,-26.3,23,117,31.3,98,1022.2,71,20
2026-01-22T22:00,-19,83,-21.2,-26.2,22.9,118,31,96,1022.1,71,18
2026-01-22T23:00,-18.9,83,-21.1,-26.1,22.9,123,31,94,1021.6,71,15
2026-01-23T00:00,-19,83,-21.2,-26.1,22.1,120,30.6,94,1021.6,71,15
2026-01-23T01:00,-18.9,83,-21.1,-25.9,21.5,121,29.5,95,1021.4,3,10
2026-01-23T02:00,-18.8,83,-21,-25.7,21.1,120,28.4,98,1021.2,3,10
2026-01-23T03:00,-18.6,83,-20.8,-25.6,21.6,120,28.8,87,1021.2,71,10
2026-01-23T04:00,-18.6,83,-20.8,-25.6,21.8,121,29.5,85,1021.1,71,10
2026-01-23T05:00,-18.5,83,-20.7,-25.6,22.3,121,29.9,85,1021,71,5
2026-01-23T06:00,-18.5,83,-20.7,-25.5,21.9,123,31,82,1020.6,3,5
2026-01-23T07:00,-18.5,83,-20.7,-25.7,22.8,121,30.6,82,1020.6,3,5
2026-01-23T08:00,-18.5,83,-20.7,-25.7,22.9,123,30.6,81,1020.8,2,0
2026-01-23T09:00,-18.5,83,-20.7,-25.6,21.9,123,30.2,81,1021.4,2,0
2026-01-23T10:00,-18.6,83,-20.8,-25.5,21.3,120,29.2,82,1021.7,3,0
2026-01-23T11:00,-18.6,83,-20.8,-25.6,21.6,120,28.8,83,1021.5,3,0
2026-01-23T12:00,-19.2,81,-21.6,-25.9,19.3,123,29.2,87,1022.1,3,0
2026-01-23T13:00,-19.2,81,-21.6,-25.9,19.7,125,26.3,96,1022.1,3,0
2026-01-23T14:00,-19.2,81,-21.6,-25.9,19.6,126,26.3,97,1022.4,3,0
2026-01-23T15:00,-19.2,82,-21.5,-25.9,19.7,128,26.3,94,1022.1,3,0
2026-01-23T16:00,-19.2,82,-21.5,-25.8,18.9,130,26.3,85,1022.4,3,0
2026-01-23T17:00,-19.2,82,-21.5,-25.7,18.1,133,25.6,87,1022.7,3,0
2026-01-23T18:00,-19.5,81,-21.9,-25.9,17.4,128,24.1,79,1023.8,3,0
2026-01-23T19:00,-19.5,81,-22,-26,17.4,128,23.8,77,1023.8,2,0
2026-01-23T20:00,-19.6,81,-22,-26,17.5,127,23,66,1024.3,2,0
2026-01-23T21:00,-19.7,81,-22.1,-26.2,18,127,24.1,66,1024.5,2,0
2026-01-23T22:00,-19.8,81,-22.2,-26.3,18.2,128,24.5,64,1025.3,2,0
2026-01-23T23:00,-19.9,81,-22.3,-26.5,18.7,130,24.8,65,1025.5,2,0
2026-01-24T00:00,-20,81,-22.5,-26.4,17.1,138,26.3,65,1026.4,2,0
2026-01-24T01:00,-20.2,81,-22.6,-26.8,18.6,137,25.2,64,1026.5,2,0
2026-01-24T02:00,-20.3,81,-22.7,-27,19.5,141,25.9,66,1026.9,2,0
2026-01-24T03:00,-20.4,80,-23,-27.1,19.4,145,25.9,66,1027.4,2,0
2026-01-24T04:00,-20.5,80,-23.1,-27.1,18.6,148,25.9,66,1027.9,2,0
2026-01-24T05:00,-20.6,80,-23.1,-27.2,18.2,150,25.2,65,1028.3,2,0
2026-01-24T06:00,-20.8,80,-23.3,-27.4,18.9,141,24.5,64,1027.8,2,0
2026-01-24T07:00,-20.9,80,-23.4,-27.6,19.1,144,25.9,64,1028.3,2,0
2026-01-24T08:00,-21,80,-23.5,-27.7,19.4,145,25.9,64,1028.8,2,0
2026-01-24T09:00,-21,79,-23.7,-27.9,19.7,145,26.3,63,1029.6,2,0
2026-01-24T10:00,-21.1,79,-23.8,-28,20.1,144,27,61,1030.5,2,0
2026-01-24T11:00,-21.2,79,-23.9,-28.3,21.1,143,28.1,60,1030.6,2,0
2026-01-24T12:00,-20.9,82,-23.2,-27.7,20,141,28.8,64,1030.6,2,0
2026-01-24T13:00,-21,81,-23.4,-28,20.9,144,28.4,64,1030.9,2,0
2026-01-24T14:00,-21.1,81,-23.5,-28.2,21.6,147,29.2,65,1031.1,2,0
2026-01-24T15:00,-21.2,81,-23.6,-28.3,21.4,151,29.2,65,1031.5,2,0
2026-01-24T16:00,-21.2,81,-23.6,-28.2,20.9,153,28.8,65,1031.7,2,0
2026-01-24T17:00,-21.3,81,-23.7,-28.2,20.6,153,28.1,64,1032.2,2,0
2026-01-24T18:00,-21.5,81,-23.8,-28.8,23.2,150,28.8,66,1032.2,2,0
2026-01-24T19:00,-21.5,81,-23.9,-29.1,25.1,148,33.5,63,1032.6,2,0
2026-01-24T20:00,-21.5,81,-23.9,-29.2,25.7,149,34.6,62,1033,2,0
2026-01-24T21:00,-21.5,81,-23.9,-29.2,25.5,149,34.9,62,1033.5,2,0
2026-01-24T22:00,-21.5,81,-23.9,-29.1,24.8,150,34.6,62,1033.9,2,0
2026-01-24T23:00,-21.6,81,-24,-29,23.7,150,33.1,62,1034.3,2,0
2026-01-25T00:00,-21.7,82,-23.9,-29.3,24.9,141,32,63,1034.3,2,0
2026-01-25T01:00,-21.7,81,-24.1,-29.4,25.9,142,34.9,63,1034.9,2,0
2026-01-25T02:00,-21.7,81,-24.1,-29.6,27.2,141,36.4,64,1035,2,0
2026-01-25T03:00,-21.6,80,-24.2,-29.7,28.4,142,38.5,11,1035.6,1,0
2026-01-25T04:00,-21.6,79,-24.3,-29.8,29,142,39.6,0,1035.9,0,0
2026-01-25T05:00,-21.6,79,-24.3,-29.9,29.2,142,39.6,0,1036.2,0,0
2026-01-25T06:00,-21.8,78,-24.6,-29.9,28.1,140,39.6,0,1036.8,0,0
2026-01-25T07:00,-21.8,79,-24.4,-29.6,26.8,139,37.8,0,1037.2,0,0
2026-01-25T08:00,-21.8,81,-24.2,-29.5,26,136,36.4,38,1037.6,1,0
2026-01-25T09:00,-21.9,82,-24.1,-29.6,26,133,35.3,63,1038.2,2,0
2026-01-25T10:00,-22,82,-24.3,-29.9,26.8,131,36,64,1038.7,2,0
2026-01-25T11:00,-22.1,82,-24.4,-30,26.8,130,36.4,64,1039.1,2,0
2026-01-25T12:00,-22.2,81,-24.6,-30.2,27.6,130,37.1,65,1040.5,2,0
2026-01-25T13:00,-22.2,81,-24.6,-30.2,27.7,129,37.4,51,1041.2,2,0
2026-01-25T14:00,-22.2,79,-24.9,-30.2,27.4,128,37.4,0,1041.8,0,0
2026-01-25T15:00,-22.2,79,-24.9,-30.1,27,127,37.1,0,1042.2,0,0
2026-01-25T16:00,-22.2,78,-25,-30.2,27.1,126,36.7,0,1042.5,0,0
2026-01-25T17:00,-22.2,79,-24.9,-30.1,26.4,125,36.7,0,1042.8,0,0
2026-01-25T18:00,-22.9,80,-25.3,-30.6,25.8,123,35.6,63,1044.2,2,0
2026-01-25T19:00,-22.9,81,-25.2,-30.4,24.2,120,34.6,66,1044.5,2,0
2026-01-25T20:00,-22.9,81,-25.3,-30.2,23,117,32.4,66,1044.8,2,0
2026-01-25T21:00,-22.9,81,-25.2,-30.1,22.2,115,30.6,66,1045.2,2,0
2026-01-25T22:00,-22.9,81,-25.3,-30.1,21.8,112,29.5,65,1045.7,2,0
2026-01-25T23:00,-22.9,81,-25.3,-30.1,22,111,29.5,65,1046.1,2,0
2026-01-26T00:00,-23,81,-25.4,-30.3,22.7,108,29.9,66,1046.1,2,0
2026-01-26T01:00,-23,81,-25.4,-30.2,22,108,30.2,66,1046.7,2,0
2026-01-26T02:00,-23.1,81,-25.5,-30.1,20.7,107,29.5,66,1046.8,2,0
2026-01-26T03:00,-23.1,82,-25.3,-30,20.2,106,27.7,66,1047,2,0
2026-01-26T04:00,-23.1,82,-25.4,-30,19.7,105,27,66,1047.4,2,0
2026-01-26T05:00,-23.1,82,-25.4,-30,19.8,102,26.6,66,1047.5,2,0
2026-01-26T06:00,-23.5,82,-25.7,-30.3,19.1,93,26.6,66,1047.4,2,0
2026-01-26T07:00,-23.5,82,-25.7,-30.2,18.8,93,25.2,66,1047.2,2,0
2026-01-26T08:00,-23.5,82,-25.7,-30.1,18,91,25.2,66,1047.6,2,0
2026-01-26T09:00,-23.5,81,-25.8,-30.1,17.6,90,24.1,67,1048.4,2,0
2026-01-26T10:00,-23.5,81,-25.9,-30.1,17.6,90,23.8,67,1048.4,2,0
2026-01-26T11:00,-23.6,81,-25.9,-30.3,18.4,90,24.5,67,1048.4,2,0
2026-01-26T12:00,-23.5,82,-25.8,-30,16.6,95,24.8,68,1049.1,2,0
2026-01-26T13:00,-23.6,82,-25.8,-30.2,17.7,92,23.4,89,1048.9,3,0
2026-01-26T14:00,-23.6,82,-25.8,-30.3,18.4,92,24.8,93,1048.9,3,0
2026-01-26T15:00,-23.6,82,-25.8,-30.4,19.5,92,25.9,93,1048.6,3,0
2026-01-26T16:00,-23.5,82,-25.8,-30.5,20.2,92,27,90,1048.8,3,0
2026-01-26T17:00,-23.5,82,-25.8,-30.6,20.9,91,28.1,84,1048.8,3,0
2026-01-26T18:00,-23.8,81,-26.1,-31.1,22.7,87,28.8,70,1048.9,2,0
2026-01-26T19:00,-23.8,81,-26.1,-31,22.3,88,29.9,74,1048.6,2,0
2026-01-26T20:00,-23.8,81,-26.1,-31,22,87,29.9,77,1048.6,2,0
2026-01-26T21:00,-23.8,81,-26.1,-31,22,86,29.5,81,1048.4,3,0
2026-01-26T22:00,-23.7,81,-26,-31,22.4,85,30.2,69,1048.3,2,0
2026-01-26T23:00,-23.7,81,-26,-31.1,23.1,86,31,69,1047.8,2,0
2026-01-27T00:00,-23.8,81,-26.1,-31.4,24.8,77,31.3,69,1047.9,2,0
2026-01-27T01:00,-23.7,81,-26,-31.3,24.5,80,33.1,69,1047.7,2,0
2026-01-27T02:00,-23.6,81,-26,-31.2,24.1,81,32.8,71,1047.9,2,0
2026-01-27T03:00,-23.6,82,-25.9,-31,23.3,81,32,69,1047.2,2,0
2026-01-27T04:00,-23.6,82,-25.9,-30.9,22.6,81,31.3,71,1046.9,2,0
2026-01-27T05:00,-23.6,82,-25.9,-30.7,21.3,79,30.6,71,1046.3,2,0
2026-01-27T06:00,-23.9,82,-26.1,-30.7,19.4,72,28.8,76,1045.8,2,0
2026-01-27T07:00,-23.9,82,-26.1,-30.4,17.8,69,25.9,67,1044.9,2,0
2026-01-27T08:00,-23.9,82,-26.1,-30.2,16.1,63,23.8,69,1044.5,2,0
2026-01-27T09:00,-23.8,83,-25.9,-30,15.1,57,21.6,72,1044.1,2,0
2026-01-27T10:00,-23.8,83,-25.9,-30,14.8,49,20.2,88,1043.5,3,0
2026-01-27T11:00,-23.8,83,-25.8,-29.8,13.8,41,19.8,95,1042.5,3,0
2026-01-27T12:00,-24.1,82,-26.3,-30.1,13.8,20,18.4,97,1042.2,3,5
2026-01-27T13:00,-24,82,-26.2,-30,13.1,8,17.6,99,1040.9,3,3
2026-01-27T14:00,-24,81,-26.3,-30,13.7,357,18.4,99,1039.7,3,20
2026-01-27T15:00,-23.9,81,-26.2,-30.1,14.8,347,19.8,99,1038.4,71,28
2026-01-27T16:00,-23.8,80,-26.3,-30,15.3,345,20.5,100,1037.5,71,33
2026-01-27T17:00,-23.7,80,-26.2,-30,16.1,344,21.6,100,1036.6,71,35
2026-01-27T18:00,-23.8,80,-26.2,-30.6,19.2,354,21.6,100,1035.7,71,40
2026-01-27T19:00,-23.6,80,-26.1,-30,16.7,354,24.5,100,1034.8,71,45
2026-01-27T20:00,-23.5,80,-25.9,-29.5,14.2,353,22.3,100,1033.4,71,53
2026-01-27T21:00,-23.4,80,-25.8,-29,11.6,344,19.1,99,1032.6,71,50
2026-01-27T22:00,-23.2,81,-25.6,-28.6,9.7,333,15.5,96,1032.2,71,40
2026-01-27T23:00,-23.2,81,-25.6,-28.4,8.3,326,13,96,1031.4,71,15
2026-01-28T00:00,-23,81,-25.4,-28.7,11.2,320,11.5,97,1031.6,71,8
2026-01-28T01:00,-23,81,-25.4,-28.4,9.7,318,14.4,95,1031.1,71,25
2026-01-28T02:00,-23,81,-25.4,-28.2,8.1,302,12.6,96,1031.2,71,18
2026-01-28T03:00,-23,82,-25.2,-28,7.1,285,10.8,93,1030.6,3,13
2026-01-28T04:00,-23,82,-25.3,-28,6.8,270,9.7,90,1030.4,3,8
2026-01-28T05:00,-23.1,82,-25.3,-28.2,7.4,256,10.1,89,1030,3,0
2026-01-28T06:00,-23.1,82,-25.3,-28.7,11.4,246,10.8,91,1030.4,3,0
2026-01-28T07:00,-23.1,81,-25.5,-28.8,11.8,243,15.5,93,1030.1,3,0
2026-01-28T08:00,-23.1,81,-25.5,-29.1,13.2,244,17.6,89,1030.7,3,0
2026-01-28T09:00,-23.2,81,-25.6,-29.2,13.8,250,18.7,70,1030.4,2,0
2026-01-28T10:00,-23.3,81,-25.6,-29.3,13.7,256,18.7,69,1030.5,2,0
2026-01-28T11:00,-23.4,81,-25.7,-29.2,12.7,262,18.4,65,1030.4,2,0
2026-01-28T12:00,-24.1,77,-27,-30.1,13.6,258,16.9,48,1030.1,2,0
2026-01-28T13:00,-24.1,77,-27,-30.2,13.8,261,18.7,48,1030.4,2,0
2026-01-28T14:00,-24.2,77,-27.1,-30.4,14.4,267,19.1,49,1030.4,2,0
2026-01-28T15:00,-24.2,77,-27.1,-30.3,13.7,270,19.1,53,1030.4,2,0
2026-01-28T16:00,-24.4,77,-27.2,-30.3,13,273,18.4,79,1030,2,0
2026-01-28T17:00,-24.4,77,-27.2,-30.4,13.7,272,18,61,1029.8,2,0
2026-01-28T18:00,-24.5,77,-27.4,-30.8,15.1,271,19.4,56,1029.2,2,0
2026-01-28T19:00,-24.6,77,-27.5,-31,16,279,21.6,63,1028.9,2,0
2026-01-28T20:00,-24.6,78,-27.3,-31.1,17,283,23,67,1028.5,2,0
2026-01-28T21:00,-24.6,78,-27.3,-31.1,17.2,290,23,92,1028.4,3,0
2026-01-28T22:00,-24.6,78,-27.3,-31,16.5,293,23,100,1028.6,3,0
2026-01-28T23:00,-24.6,78,-27.3,-30.9,15.8,297,22,100,1028.2,3,0
2026-01-29T00:00,-24.6,78,-27.3,-30.9,15.5,298,21.2,100,1027.6,3,0
2026-01-29T01:00,-24.5,78,-27.3,-31.1,17.1,295,22.7,100,1026.6,3,3
2026-01-29T02:00,-24.5,78,-27.2,-31.2,18.7,295,24.8,100,1025.9,3,3
2026-01-29T03:00,-24.4,78,-27.1,-31.2,19.2,298,25.6,100,1025.2,3,8
2026-01-29T04:00,-24.3,78,-27,-31,18.5,299,25.6,100,1024.9,3,18
2026-01-29T05:00,-24.2,78,-26.9,-31,18.8,299,25.2,100,1024.5,71,28
2026-01-29T06:00,-24.2,78,-26.9,-30.7,17.1,292,25.6,100,1024,71,55
2026-01-29T07:00,-24.2,78,-26.9,-30.8,18,290,24.1,98,1022.9,71,60
2026-01-29T08:00,-24.1,77,-27,-30.7,17.7,287,24.1,99,1022.7,71,60
2026-01-29T09:00,-24.1,77,-27,-30.8,17.8,284,24.1,100,1022.1,71,55
2026-01-29T10:00,-24,77,-26.9,-30.7,18.4,281,24.8,100,1022.3,71,63
2026-01-29T11:00,-24,78,-26.7,-30.9,19.5,282,25.9,100,1021.9,71,65
2026-01-29T12:00,-24.2,77,-27.1,-31.4,22.1,277,26.3,100,1020.3,71,70
2026-01-29T13:00,-24.2,77,-27.1,-31.4,21.8,279,29.5,100,1019.9,71,40
2026-01-29T14:00,-24.1,76,-27.2,-31.3,21.8,278,29.5,100,1019.9,71,40
2026-01-29T15:00,-24.1,76,-27.2,-31.3,21.3,274,29.2,100,1019.6,71,63
2026-01-29T16:00,-24.1,76,-27.2,-31.4,22,267,29.5,100,1019.3,71,78
2026-01-29T17:00,-24.1,76,-27.2,-31.4,22.1,263,29.9,100,1018.8,71,80
2026-01-29T18:00,-24.1,76,-27.1,-31.4,22.4,266,30.2,100,1018.5,71,80
2026-01-29T19:00,-24.1,76,-27.1,-31.3,21.8,261,29.9,100,1018.3,71,68
2026-01-29T20:00,-24,76,-27.1,-31.3,21.9,261,29.5,100,1018.5,71,35
2026-01-29T21:00,-24.1,76,-27.1,-31.3,21.5,256,29.5,100,1018.5,71,13
2026-01-29T22:00,-24.1,76,-27.1,-31.2,21.2,252,29.2,100,1018.5,71,10
2026-01-29T23:00,-24.1,76,-27.1,-31.2,21,248,28.4,100,1018.7,71,13
2026-01-30T00:00,-24.1,76,-27.1,-31.2,21.5,247,28.1,100,1018.5,71,18
2026-01-30T01:00,-24.1,76,-27.2,-31.3,21.4,241,28.8,98,1019.2,71,40
2026-01-30T02:00,-24.3,76,-27.3,-31.6,22.3,236,30.2,100,1018.8,71,35
2026-01-30T03:00,-24.4,76,-27.4,-31.7,22.8,232,31,100,1018.8,71,20
2026-01-30T04:00,-24.5,76,-27.5,-31.8,22.5,229,31,100,1018.7,71,15
2026-01-30T05:00,-24.5,75,-27.6,-31.7,21.9,228,30.6,100,1019.1,71,8
2026-01-30T06:00,-24.5,74,-27.9,-32,23.2,226,29.9,99,1019.7,3,5
2026-01-30T07:00,-24.6,75,-27.8,-31.9,22.2,222,30.2,97,1019.9,3,3
2026-01-30T08:00,-24.5,75,-27.7,-31.7,21.5,220,30.2,96,1020.7,3,3
2026-01-30T09:00,-24.5,75,-27.7,-31.5,20.2,215,28.8,99,1021,3,3
2026-01-30T10:00,-24.5,76,-27.6,-31.4,19,209,27.4,100,1021.3,3,0
2026-01-30T11:00,-24.5,76,-27.5,-31.2,18.2,205,25.6,100,1021.6,3,0
2026-01-30T12:00,-24.4,77,-27.3,-31.1,18.5,207,24.5,100,1022.5,3,0
2026-01-30T13:00,-24.4,78,-27.1,-30.9,17.3,203,24.8,99,1022.6,3,0
2026-01-30T14:00,-24.4,78,-27.1,-30.6,15.2,202,23,97,1022.7,3,0
2026-01-30T15:00,-24.4,78,-27.1,-30.4,13.9,197,20.5,98,1022.7,3,0
2026-01-30T16:00,-24.3,78,-27,-30.1,12.5,192,18.7,98,1023,3,0
2026-01-30T17:00,-24.2,79,-26.9,-30,12,187,17.3,100,1023.2,3,0
2026-01-30T18:00,-24.3,78,-27,-29.8,10.3,192,16.2,99,1023.6,3,0
2026-01-30T19:00,-24.2,79,-26.9,-29.7,9.7,184,14.8,98,1023.8,3,0
2026-01-30T20:00,-24.2,80,-26.7,-29.4,8.3,178,13,92,1024.4,3,0
2026-01-30T21:00,-24.1,80,-26.6,-29.2,7.4,166,11.2,87,1024.7,3,0
2026-01-30T22:00,-24.1,81,-26.5,-29.2,7.4,157,10.1,96,1024.7,3,0
2026-01-30T23:00,-24.1,81,-26.4,-29.2,7.6,149,10.1,94,1025.1,3,0
2026-01-31T00:00,-24,81,-26.4,-29.2,8.1,159,11.2,89,1024.9,3,0
2026-01-31T01:00,-24,82,-26.2,-29.1,7.4,151,10.8,93,1024.8,3,0
2026-01-31T02:00,-24,82,-26.2,-29,6.9,137,9.7,93,1024.8,3,0
2026-01-31T03:00,-24,82,-26.2,-29.1,7.6,121,10.4,91,1024.5,3,0
2026-01-31T04:00,-24,82,-26.2,-29.3,9,113,12.2,92,1024.3,3,0
2026-01-31T05:00,-24,82,-26.2,-29.5,10.7,110,14.4,95,1024.3,3,0
2026-01-31T06:00,-23.8,81,-26.1,-29.7,13.4,98,15.8,93,1023.9,3,0
2026-01-31T07:00,-23.7,82,-25.9,-29.8,14.5,96,19.1,91,1023.4,3,0
2026-01-31T08:00,-23.6,81,-25.9,-29.8,15.3,98,20.5,95,1023.2,3,0
2026-01-31T09:00,-23.5,81,-25.9,-29.9,16.1,100,21.2,90,1023,3,0
2026-01-31T10:00,-23.5,82,-25.7,-29.9,16.7,104,22.3,93,1023,3,0
2026-01-31T11:00,-23.4,82,-25.6,-30,17.8,108,23.8,95,1022.9,3,0
2026-01-31T12:00,-23.4,81,-25.7,-30.2,19.6,110,25.2,99,1022.7,3,3
2026-01-31T13:00,-23.2,81,-25.6,-30.2,20.9,111,27.7,96,1022.5,3,3
2026-01-31T14:00,-23,81,-25.4,-30.3,22.1,114,29.5,93,1022,3,3
2026-01-31T15:00,-23,81,-25.3,-30.3,23.3,117,31.7,97,1021.6,3,5
2026-01-31T16:00,-22.9,81,-25.2,-30.5,25,117,33.5,96,1021.4,3,0
2026-01-31T17:00,-22.8,81,-25.2,-30.6,26.3,115,35.6,94,1021.2,3,0
2026-01-31T18:00,-22.8,80,-25.2,-30.8,28,114,36.7,92,1021.6,3,0
2026-01-31T19:00,-22.8,80,-25.2,-30.8,28,114,37.8,89,1021.6,3,0
2026-01-31T20:00,-22.8,80,-25.2,-30.9,28.4,114,38.5,87,1021.5,3,0
2026-01-31T21:00,-22.8,80,-25.3,-31,28.7,112,39.2,87,1021.1,3,3
2026-01-31T22:00,-22.9,80,-25.3,-31.1,29.5,110,40,89,1021.2,3,3
2026-01-31T23:00,-22.9,80,-25.4,-31.2,29.9,108,40.7,93,1020.9,3,0
2026-02-01T00:00,-22.9,80,-25.4,-31.5,32,104,41,84,1021.3,3,0
2026-02-01T01:00,-23,79,-25.7,-31.7,31.8,103,43.6,89,1021.1,3,0
2026-02-01T02:00,-23.1,79,-25.7,-31.8,32.6,101,44.6,97,1020.8,3,0
2026-02-01T03:00,-23.1,79,-25.8,-32.1,33.7,100,46.1,98,1020.6,3,0
2026-02-01T04:00,-23.2,79,-25.9,-32.2,34.1,101,47.2,92,1020.2,3,0
2026-02-01T05:00,-23.3,79,-25.9,-32.3,34.5,101,47.5,69,1020.2,2,0
2026-02-01T06:00,-23.5,78,-26.3,-32.6,34.5,101,47.5,86,1019.7,2,0
2026-02-01T07:00,-23.6,78,-26.4,-32.6,34.3,99,47.5,83,1019.6,3,0
2026-02-01T08:00,-23.6,78,-26.4,-32.6,34.1,97,46.8,72,1019.7,2,0
2026-02-01T09:00,-23.7,78,-26.5,-32.7,34.3,94,47.2,78,1019.6,2,0
2026-02-01T10:00,-23.7,78,-26.5,-32.7,34.6,92,47.5,77,1019.6,2,0
2026-02-01T11:00,-23.7,78,-26.5,-32.9,35.3,91,48.2,74,1019.7,2,0
2026-02-01T12:00,-24,77,-26.9,-33.2,35.3,93,49.3,87,1019.7,2,0
2026-02-01T13:00,-23.9,77,-26.8,-33.1,35.7,92,49,87,1019.3,3,0
2026-02-01T14:00,-23.9,77,-26.7,-33,35.3,91,49,83,1019.3,3,0
2026-02-01T15:00,-23.8,77,-26.7,-33,35.3,89,48.6,82,1018.9,3,0
2026-02-01T16:00,-23.8,77,-26.6,-32.9,35.3,89,48.6,82,1018.9,3,0
2026-02-01T17:00,-23.8,77,-26.6,-33,35.7,88,49,67,1018.7,2,0
2026-02-01T18:00,-23.9,77,-26.8,-33,35,86,49,66,1019.6,2,0
2026-02-01T19:00,-24,77,-26.8,-33.1,35.4,85,48.6,65,1019.9,2,0
2026-02-01T20:00,-24,77,-26.8,-33,34.7,85,48.6,64,1019.9,2,0
2026-02-01T21:00,-24,76,-27.1,-33,34.1,83,47.9,61,1019.9,2,0
2026-02-01T22:00,-24.1,76,-27.1,-33,33.6,81,46.8,49,1019.9,2,0
2026-02-01T23:00,-24.2,76,-27.3,-33,32.7,79,45.7,11,1020,1,0
2026-02-02T00:00,-24.5,75,-27.7,-33.6,34.1,74,45,26,1021,1,0
2026-02-02T01:00,-24.7,75,-27.9,-33.6,33.6,73,46.1,55,1021.1,2,0
2026-02-02T02:00,-24.8,75,-28,-33.7,33.5,73,46.1,42,1021.3,1,0
2026-02-02T03:00,-24.9,74,-28.2,-33.7,32.7,73,46.1,5,1021.1,0,0
2026-02-02T04:00,-25,75,-28.1,-33.6,31.6,73,44.6,34,1021,1,0
2026-02-02T05:00,-25,75,-28.2,-33.5,30.3,72,43.2,55,1021.1,2,0
2026-02-02T06:00,-25.1,75,-28.2,-33.7,31.3,73,41.4,58,1020.7,2,0
2026-02-02T07:00,-25.2,76,-28.2,-33.7,30.6,72,42.1,62,1020.5,2,0
2026-02-02T08:00,-25.2,76,-28.2,-33.6,29.9,72,41.8,63,1020.6,2,0
2026-02-02T09:00,-25.2,76,-28.2,-33.6,29.5,70,40.7,66,1020.6,2,0
2026-02-02T10:00,-25.3,76,-28.3,-33.6,29.5,70,40.3,65,1020.7,2,0
2026-02-02T11:00,-25.4,76,-28.3,-33.7,29.5,70,40,65,1021.3,2,0
2026-02-02T12:00,-24.8,80,-27.2,-33.2,30.1,69,40,68,1021.2,2,0
2026-02-02T13:00,-24.8,80,-27.3,-33.2,29.7,69,40.7,67,1020.9,2,0
2026-02-02T14:00,-24.9,79,-27.4,-33,28.6,67,40.3,66,1021,2,0
2026-02-02T15:00,-24.9,79,-27.5,-33,27.7,65,38.5,68,1021,2,0
2026-02-02T16:00,-24.9,79,-27.5,-32.8,26.6,65,37.4,64,1021.3,2,0
2026-02-02T17:00,-25,79,-27.5,-32.8,26.3,65,36,64,1021.3,2,0
2026-02-02T18:00,-25.1,79,-27.7,-33.2,27.7,62,35.6,64,1020.3,2,0
2026-02-02T19:00,-25.2,79,-27.8,-33.3,27.7,60,37.8,64,1019.9,2,0
2026-02-02T20:00,-25.2,79,-27.8,-33.3,27.5,58,37.4,64,1019.6,2,0
2026-02-02T21:00,-25.2,79,-27.8,-33.2,27.1,57,37.1,64,1019.7,2,0
2026-02-02T22:00,-25.2,79,-27.8,-33.3,27.5,58,37.1,64,1020.2,2,0
2026-02-02T23:00,-25.2,79,-27.8,-33.3,27.4,60,37.1,65,1019.9,2,0
2026-02-03T00:00,-25.1,79,-27.7,-33.2,27.4,55,37.1,64,1019.9,2,0
2026-02-03T01:00,-25.2,80,-27.6,-33.2,27.4,55,37.1,64,1019.3,2,3
2026-02-03T02:00,-25.2,80,-27.7,-33.3,27.5,53,37.1,95,1019.2,3,13
2026-02-03T03:00,-25.2,80,-27.6,-33.2,27.4,52,37.1,95,1018.4,3,33
2026-02-03T04:00,-25.1,79,-27.7,-33.1,27.4,51,37.1,96,1018.6,3,43
2026-02-03T05:00,-25,79,-27.5,-33,27.6,50,37.4,98,1018.3,71,40
2026-02-03T06:00,-25.2,79,-27.8,-33.6,29.8,47,38.9,96,1017.3,71,38
2026-02-03T07:00,-25,78,-27.7,-33.5,30.5,51,41.4,96,1016.6,71,28
2026-02-03T08:00,-24.8,78,-27.5,-33.3,31,54,42.1,96,1016.8,71,30
2026-02-03T09:00,-24.6,79,-27.2,-33,30.3,58,42.1,97,1016.5,71,18
2026-02-03T10:00,-24.4,79,-27,-32.6,29,60,41,99,1016.2,71,18
2026-02-03T11:00,-24.1,79,-26.7,-32.1,27.4,63,39.6,95,1016.1,71,18
2026-02-03T12:00,-23.9,80,-26.4,-31.4,23.9,72,36.7,95,1015.2,71,20
2026-02-03T13:00,-23.7,81,-26,-31.1,23.5,69,32,95,1015,71,40
2026-02-03T14:00,-23.5,81,-25.9,-31.1,24.4,68,32.8,97,1014.5,71,53
2026-02-03T15:00,-23.4,80,-25.9,-31.2,26,68,35.3,97,1014.4,71,48
